# Sigma = 0.100000
       -0.9971424973        0.0000000000
       -0.9492954983        0.0000000000
       -0.9014484994        0.0000000000
       -0.8536015004        0.0000000000
       -0.8057545014        0.0000000000
       -0.7579075024        0.0000000000
       -0.7100605035        0.0000000000
       -0.6622135045        0.0000000000
       -0.6143665055        0.0000000000
       -0.5665195065        0.0000000000
       -0.5186725076        0.0000000001
       -0.4708255086        0.0000000015
       -0.4229785096        0.0000000125
       -0.3751315106        0.0000000855
       -0.3272845116        0.0000004660
       -0.2794375127        0.0000020225
       -0.2315905137        0.0000070099
       -0.1837435147        0.0000195137
       -0.1358965157        0.0000442392
       -0.0880495168        0.0000842957
       -0.0402025178        0.0001436013
        0.0076444812        0.0002383505
        0.0554914802        0.0004076471
        0.1033384792        0.0007056276
        0.1511854781        0.0011797429
        0.1990324771        0.0018605460
        0.2468794761        0.0027616744
        0.2947264751        0.0038665547
        0.3425734740        0.0051293820
        0.3904204730        0.0065387333
        0.4382674720        0.0081742875
        0.4861144710        0.0101323849
        0.5339614699        0.0123986215
        0.5818084689        0.0148839307
        0.6296554679        0.0175903471
        0.6775024669        0.0206337911
        0.7253494659        0.0240794727
        0.7731964648        0.0278630428
        0.8210434638        0.0319315324
        0.8688904628        0.0363691246
        0.9167374618        0.0412722410
        0.9645844607        0.0465549000
        1.0124314597        0.0520428609
        1.0602784587        0.0577574680
        1.1081254577        0.0639199586
        1.1559724566        0.0706221641
        1.2038194556        0.0776322828
        1.2516664546        0.0846174000
        1.2995134536        0.0915267142
        1.3473604526        0.0986706898
        1.3952074515        0.1063498629
        1.4430544505        0.1144572611
        1.4909014495        0.1225982559
        1.5387484485        0.1306031732
        1.5865954474        0.1387125451
        1.6344424464        0.1471928886
        1.6822894454        0.1560328584
        1.7301364444        0.1651541756
        1.7779834433        0.1746158474
        1.8258304423        0.1844166620
        1.8736774413        0.1944217386
        1.9215244403        0.2046897594
        1.9693714393        0.2155447251
        2.0172184382        0.2271478696
        2.0650654372        0.2393184484
        2.1129124362        0.2519319710
        2.1607594352        0.2652249648
        2.2086064341        0.2795429212
        2.2564534331        0.2949529293
        2.3043004321        0.3113177552
        2.3521474311        0.3287574649
        2.3999944301        0.3478089882
        2.4478414290        0.3690433359
        2.4956884280        0.3929083779
        2.5435354270        0.4203582350
        2.5913824260        0.4536524775
        2.6392294249        0.4964137678
        2.6870764239        0.5524080729
        2.7349234229        0.6230739163
        2.7827704219        0.7058832523
        2.8306174208        0.7970437876
        2.8784644198        0.8979608653
        2.9263114188        1.0182811520
        2.9741584178        1.1692305094
        3.0220054168        1.3511459823
        3.0698524157        1.5471649109
        3.1176994147        1.7294885088
        3.1655464137        1.8707798046
        3.2133934127        1.9505630596
        3.2612404116        1.9585208909
        3.3090874106        1.9004595030
        3.3569344096        1.8008124173
        3.4047814086        1.6930464336
        3.4526284075        1.6043991603
        3.5004754065        1.5483154114
        3.5483224055        1.5269192242
        3.5961694045        1.5363903611
        3.6440164035        1.5703978823
        3.6918634024        1.6212750921
        3.7397104014        1.6791549589
        3.7875574004        1.7298763810
        3.8354043994        1.7552718692
        3.8832513983        1.7392210156
        3.9310983973        1.6763983503
        3.9789453963        1.5755997461
        4.0267923953        1.4542807797
        4.0746393943        1.3296440515
        4.1224863932        1.2129084635
        4.1703333922        1.1080962927
        4.2181803912        1.0133908546
        4.2660273902        0.9239144610
        4.3138743891        0.8354419891
        4.3617213881        0.7473314152
        4.4095683871        0.6625793022
        4.4574153861        0.5852663271
        4.5052623850        0.5179388969
        4.5531093840        0.4607544094
        4.6009563830        0.4122128964
        4.6488033820        0.3704236108
        4.6966503810        0.3339938870
        4.7444973799        0.3023796972
        4.7923443789        0.2761374885
        4.8401913779        0.2570308498
        4.8880383769        0.2473960705
        4.9358853758        0.2487031882
        4.9837323748        0.2602352912
        5.0315793738        0.2790815488
        5.0794263728        0.3016065261
        5.1272733717        0.3252260030
        5.1751203707        0.3493516520
        5.2229673697        0.3753612286
        5.2708143687        0.4060227995
        5.3186613677        0.4450725445
        5.3665083666        0.4977454532
        5.4143553656        0.5717788955
        5.4622023646        0.6760865769
        5.5100493636        0.8147692415
        5.5578963625        0.9797738597
        5.6057433615        1.1506122409
        5.6535903605        1.3050926050
        5.7014373595        1.4331527517
        5.7492843585        1.5407730438
        5.7971313574        1.6395654444
        5.8449783564        1.7300735992
        5.8928253554        1.7920299436
        5.9406723544        1.7919809779
        5.9885193533        1.7074339169
        6.0363663523        1.5491622906
        6.0842133513        1.3591434206
        6.1320603503        1.1846918735
        6.1799073492        1.0539548880
        6.2277543482        0.9719721578
        6.2756013472        0.9322377703
        6.3234483462        0.9284082479
        6.3712953452        0.9584135031
        6.4191423441        1.0220762266
        6.4669893431        1.1162360368
        6.5148363421        1.2313793189
        6.5626833411        1.3522598253
        6.6105303400        1.4621873722
        6.6583773390        1.5488222083
        6.7062243380        1.6090423099
        6.7540713370        1.6501457576
        6.8019183359        1.6854243647
        6.8497653349        1.7259277823
        6.8976123339        1.7735282342
        6.9454593329        1.8190255762
        6.9933063319        1.8454274953
        7.0411533308        1.8346074196
        7.0890003298        1.7750525429
        7.1368473288        1.6678048977
        7.1846943278        1.5271225844
        7.2325413267        1.3740696865
        7.2803883257        1.2261803753
        7.3282353247        1.0898930734
        7.3760823237        0.9598622976
        7.4239293227        0.8242188766
        7.4717763216        0.6731583569
        7.5196233206        0.5077829676
        7.5674703196        0.3435099597
        7.6153173186        0.2030179126
        7.6631643175        0.1026056292
        7.7110113165        0.0436159750
        7.7588583155        0.0154003063
        7.8067053145        0.0044748416
        7.8545523134        0.0010626136
        7.9023993124        0.0002051438
        7.9502463114        0.0000320706
        7.9980933104        0.0000040476
        8.0459403094        0.0000004114
        8.0937873083        0.0000000336
        8.1416343073        0.0000000022
        8.1894813063        0.0000000001
        8.2373283053        0.0000000000
        8.2851753042        0.0000000000
        8.3330223032        0.0000000000
        8.3808693022        0.0000000000
        8.4287163012        0.0000000000
        8.4765633001        0.0000000000
        8.5244102991        0.0000000000
        8.5722572981        0.0000000000
