# Sigma = 0.100000
       -1.9085874757        0.0000000000
       -1.8562976833        0.0000000000
       -1.8040078910        0.0000000000
       -1.7517180987        0.0000000000
       -1.6994283063        0.0000000000
       -1.6471385140        0.0000000000
       -1.5948487216        0.0000000000
       -1.5425589293        0.0000000000
       -1.4902691369        0.0000000000
       -1.4379793446        0.0000000004
       -1.3856895522        0.0000000057
       -1.3333997599        0.0000000681
       -1.2811099676        0.0000006336
       -1.2288201752        0.0000046068
       -1.1765303829        0.0000262820
       -1.1242405905        0.0001182669
       -1.0719507982        0.0004222493
       -1.0196610058        0.0012045769
       -0.9673712135        0.0027712885
       -0.9150814211        0.0052119345
       -0.8627916288        0.0081851319
       -0.8105018364        0.0110914028
       -0.7582120441        0.0135443672
       -0.7059222518        0.0155329877
       -0.6536324594        0.0170415251
       -0.6013426671        0.0177452661
       -0.5490528747        0.0173207432
       -0.4967630824        0.0159715261
       -0.4444732900        0.0143690289
       -0.3921834977        0.0129601816
       -0.3398937053        0.0115923478
       -0.2876039130        0.0100036859
       -0.2353141206        0.0083131748
       -0.1830243283        0.0067734231
       -0.1307345360        0.0054498377
       -0.0784447436        0.0044243511
       -0.0261549513        0.0040188664
        0.0261348411        0.0045756546
        0.0784246334        0.0061004717
        0.1307144258        0.0082282561
        0.1830042181        0.0105845396
        0.2352940105        0.0131813873
        0.2875838028        0.0163864421
        0.3398735952        0.0204729428
        0.3921633875        0.0252685538
        0.4444531798        0.0303457349
        0.4967429722        0.0355558610
        0.5490327645        0.0411832536
        0.6013225569        0.0475440845
        0.6536123492        0.0547603350
        0.7059021416        0.0630649808
        0.7581919339        0.0730198274
        0.8104817263        0.0851162042
        0.8627715186        0.0992722203
        0.9150613110        0.1151572456
        0.9673511033        0.1330510145
        1.0196408956        0.1537902211
        1.0719306880        0.1774988463
        1.1242204803        0.2026333644
        1.1765102727        0.2265842244
        1.2288000650        0.2472851575
        1.2810898574        0.2642588196
        1.3333796497        0.2783050672
        1.3856694421        0.2906333145
        1.4379592344        0.3023585023
        1.4902490267        0.3141529782
        1.5425388191        0.3261782840
        1.5948286114        0.3386915340
        1.6471184038        0.3519782088
        1.6994081961        0.3652924696
        1.7516979885        0.3774925749
        1.8039877808        0.3890759936
        1.8562775732        0.4014718026
        1.9085673655        0.4144779576
        1.9608571579        0.4270686327
        2.0131469502        0.4399381285
        2.0654367425        0.4537785201
        2.1177265349        0.4663854790
        2.1700163272        0.4760347864
